3.2619,2.9113,2.5727,2.7876,2.7652,2.9775,2.8794
2.7254,2.135,2.5277,4.0951,2.3945,2.5653,2.7405
1.7113,1.8405,1.6568,1.9036,1.9957,2.0432,1.8585
1.8838,1.9513,1.7569,1.8355,2.0411,2.0299,1.9164
1.1993,1.3564,1.2146,1.0928,1.3579,1.183,1.234
1.4399,1.3595,1.6149,1.6607,1.2868,1.5369,1.4831
1.1337,0.95747,1.2192,1.0831,1.201,0.97609,1.0951
