0.45269,0.50248,0.67699,0.47323,0.4843,0.50667,0.49725
0.68712,0.40003,0.44535,0.39794,0.35035,0.32448,0.41384
0.38992,0.31345,0.35423,0.30735,0.26001,0.24557,0.29737
0.48262,0.32287,0.35855,0.31706,0.28004,0.25056,0.31811
0.27512,0.20064,0.22206,0.22395,0.18074,0.15056,0.20536
0.27502,0.23559,0.27073,0.25869,0.18057,0.22459,0.24711
0.22829,0.17929,0.18612,0.21018,0.15146,0.12439,0.18744
0.45269,0.50248,0.67699,0.47323,0.4843,0.50667,0.71159,0.52178,0.64731,0.44243,0.6747,0.45489,0.43306,0.44418,0.59294,0.51853,0.49297,0.45344,0.55624,0.57969,0.35842,0.40766,0.46174,0.32606,0.48613,0.45245,0.57766,0.4427,0.42171,0.50519,0.51272,0.44513,0.49605,0.4567,0.54202,0.38855,0.49725
0.68712,0.40003,0.44535,0.39794,0.35035,0.32448,0.42728,0.39977,0.52204,0.38686,0.41214,0.35259,0.46722,0.30512,0.51257,0.42443,0.41497,0.37882,0.38176,0.27759,0.36087,0.28621,0.47815,0.35393,0.5371,0.36116,0.33599,0.34354,0.41085,0.46887,0.52102,0.37627,0.49576,0.44591,0.49232,0.36203,0.41384
0.38992,0.31345,0.35423,0.30735,0.26001,0.24557,0.41837,0.29043,0.34022,0.24855,0.32696,0.23742,0.29104,0.24645,0.34957,0.27175,0.32303,0.27886,0.25432,0.25419,0.25763,0.25681,0.24489,0.25931,0.30479,0.2726,0.21792,0.27442,0.31506,0.29647,0.41879,0.34171,0.32035,0.27757,0.3795,0.26597,0.29737
0.48262,0.32287,0.35855,0.31706,0.28004,0.25056,0.39405,0.31269,0.39057,0.27619,0.33694,0.24713,0.3391,0.2427,0.40009,0.31348,0.33197,0.29036,0.26816,0.2281,0.27399,0.24342,0.30558,0.27081,0.36734,0.29011,0.22762,0.28546,0.33077,0.31893,0.43546,0.33086,0.37894,0.31863,0.411,0.27982,0.31811
0.27512,0.20064,0.22206,0.22395,0.18074,0.15056,0.30855,0.1997,0.22802,0.15834,0.21544,0.1774,0.20435,0.15952,0.22338,0.17012,0.21908,0.19451,0.18044,0.18848,0.18551,0.16449,0.15466,0.1546,0.244,0.17955,0.16644,0.20031,0.23562,0.1979,0.32637,0.22447,0.22121,0.18572,0.26423,0.20749,0.20536
0.27502,0.23559,0.27073,0.25869,0.18057,0.22459,0.35881,0.20561,0.26802,0.21451,0.2969,0.21058,0.25065,0.17674,0.34342,0.23905,0.31175,0.23405,0.22705,0.21615,0.22389,0.19664,0.22768,0.25885,0.22686,0.21772,0.18385,0.24638,0.24323,0.2344,0.34238,0.29781,0.26085,0.21079,0.26685,0.25916,0.24711
0.22829,0.17929,0.18612,0.21018,0.15146,0.12439,0.28927,0.16681,0.20715,0.14261,0.1984,0.16277,0.17599,0.13724,0.20966,0.15764,0.22846,0.18974,0.16373,0.18058,0.16568,0.14386,0.155,0.15125,0.22049,0.15217,0.16268,0.18762,0.20904,0.16415,0.27417,0.20925,0.2234,0.1708,0.25279,0.21571,0.18744
0.45269,0.50248,0.67699,0.47323,0.4843,0.50667,0.71159,0.52178,0.64731,0.44243,0.6747,0.45489,0.43306,0.44418,0.59294,0.51853,0.49297,0.45344,0.55624,0.57969,0.35842,0.40766,0.46174,0.32606,0.48613,0.45245,0.57766,0.4427,0.42171,0.50519,0.51272,0.44513,0.49605,0.4567,0.54202,0.38855,17.901
0.68712,0.40003,0.44535,0.39794,0.35035,0.32448,0.42728,0.39977,0.52204,0.38686,0.41214,0.35259,0.46722,0.30512,0.51257,0.42443,0.41497,0.37882,0.38176,0.27759,0.36087,0.28621,0.47815,0.35393,0.5371,0.36116,0.33599,0.34354,0.41085,0.46887,0.52102,0.37627,0.49576,0.44591,0.49232,0.36203,14.898
0.38992,0.31345,0.35423,0.30735,0.26001,0.24557,0.41837,0.29043,0.34022,0.24855,0.32696,0.23742,0.29104,0.24645,0.34957,0.27175,0.32303,0.27886,0.25432,0.25419,0.25763,0.25681,0.24489,0.25931,0.30479,0.2726,0.21792,0.27442,0.31506,0.29647,0.41879,0.34171,0.32035,0.27757,0.3795,0.26597,10.705
0.48262,0.32287,0.35855,0.31706,0.28004,0.25056,0.39405,0.31269,0.39057,0.27619,0.33694,0.24713,0.3391,0.2427,0.40009,0.31348,0.33197,0.29036,0.26816,0.2281,0.27399,0.24342,0.30558,0.27081,0.36734,0.29011,0.22762,0.28546,0.33077,0.31893,0.43546,0.33086,0.37894,0.31863,0.411,0.27982,11.452
0.27512,0.20064,0.22206,0.22395,0.18074,0.15056,0.30855,0.1997,0.22802,0.15834,0.21544,0.1774,0.20435,0.15952,0.22338,0.17012,0.21908,0.19451,0.18044,0.18848,0.18551,0.16449,0.15466,0.1546,0.244,0.17955,0.16644,0.20031,0.23562,0.1979,0.32637,0.22447,0.22121,0.18572,0.26423,0.20749,7.3929
0.27502,0.23559,0.27073,0.25869,0.18057,0.22459,0.35881,0.20561,0.26802,0.21451,0.2969,0.21058,0.25065,0.17674,0.34342,0.23905,0.31175,0.23405,0.22705,0.21615,0.22389,0.19664,0.22768,0.25885,0.22686,0.21772,0.18385,0.24638,0.24323,0.2344,0.34238,0.29781,0.26085,0.21079,0.26685,0.25916,8.8958
0.22829,0.17929,0.18612,0.21018,0.15146,0.12439,0.28927,0.16681,0.20715,0.14261,0.1984,0.16277,0.17599,0.13724,0.20966,0.15764,0.22846,0.18974,0.16373,0.18058,0.16568,0.14386,0.155,0.15125,0.22049,0.15217,0.16268,0.18762,0.20904,0.16415,0.27417,0.20925,0.2234,0.1708,0.25279,0.21571,6.7478
